arm,barrier_every,sigma,replicate,n_simulations,elapsed_wall_s,throughput_sims_per_s,full_history_mean_abs_error,full_history_w1_to_analytic,ess,ess_fraction,n_particles_used,archive_mean_abs_error,archive_w1_to_analytic
async,,1.0,0,1759,59.98478555679321,29.324102498200816,0.013623058756380979,0.7276617700834171,518.5989281421612,0.2948259966697903,1759.0,0.0006108554683826872,0.013328932579705176
async,,1.0,1,1707,59.8884003162384,28.50301545852372,0.0025005317970926283,0.6625589830167207,516.054662617425,0.30231673264055364,1707.0,0.009273616071790045,0.014824770838786392
async,,1.0,2,1731,59.970252990722656,28.8643104485116,0.00571218594430313,0.6771038248159623,498.845697266037,0.2881835339491837,1731.0,0.0232305332972583,0.02563376483183052
async,,1.0,3,1752,59.96695375442505,29.216091368835247,0.02540918453011977,1.0061542890693904,451.6285362093148,0.25777884486833036,1752.0,0.003899830953482848,0.017402198201590686
async,,1.0,4,1679,59.99602699279785,27.9851864224535,0.043389345696297696,0.4920898159444187,544.9290369563803,0.3245557099204171,1679.0,0.01253164250938514,0.015476789418440905
async,,1.5,0,1095,59.9188768863678,18.27470835404,0.0506319604329591,1.0236355354942681,459.75578206028365,0.4198682941189805,1095.0,0.007657863397927463,0.01277865206366796
async,,1.5,1,1055,59.9552206993103,17.596465957336328,0.042701418022640214,0.6348584545945772,433.62661926109917,0.4110204921906153,1055.0,0.0021973720238498418,0.013710399335038584
async,,1.5,2,950,59.79037022590637,15.888846254181207,0.00018397991221592858,1.1131361274132183,418.1725477307367,0.44018162919024917,950.0,0.005832128326564878,0.014208430071795706
async,,1.5,3,1001,59.95002627372742,16.69724038867819,0.018228661001973394,0.934830633884534,484.02366074336186,0.4835401206227391,1001.0,0.020465021505417208,0.021316626083403515
async,,1.5,4,1096,59.969489097595215,18.275960267334508,0.03363575751170071,0.6216870284027385,531.0494756857827,0.4845341931439623,1096.0,0.00945667599056716,0.014555509223729609
async,,2.0,0,647,59.85848522186279,10.808826812137385,0.0581768514027341,0.5606757635695362,436.02871491249357,0.6739238252125094,647.0,0.01047507124514107,0.038777811324227064
async,,2.0,1,674,59.97275638580322,11.238436260360873,0.04526680074345861,0.9826645945573795,408.8392102663031,0.6065863653802717,674.0,0.01866216719774469,0.02044543232927755
async,,2.0,2,684,59.88613820075989,11.42167487419185,0.003244808982887523,0.5390771190469419,422.23786273773334,0.6173068168680312,684.0,0.008240373283376824,0.01314657848642876
async,,2.0,3,696,59.87897491455078,11.623445474696492,0.010808000282372776,0.5584481939969423,445.43013181609984,0.6399858215748561,696.0,0.011167071505492135,0.016281427921742548
async,,2.0,4,705,59.87606310844421,11.774321212855012,0.05360840784136707,0.593904119583553,424.852789051087,0.6026280695760099,705.0,0.01081175933164405,0.01851372616109203
